Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
high-end meat and seafood connoisseur,"[210870023493, datetime.datetime(2024, 3, 20, 1, 42, 52, 442000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[210870023493, datetime.datetime(2024, 3, 20, 1, 43, 23, 124000), 'load', '美國頂級雪花翼板牛排']","[210870023493, datetime.datetime(2024, 3, 20, 1, 46, 6, 185000), 'load', '美國藍帶特選嫩肩牛肉片']","[210870023493, datetime.datetime(2024, 3, 20, 1, 47, 18, 608000), 'load', '人氣手打漿10入自由選']","[210870023493, datetime.datetime(2024, 3, 20, 1, 47, 49, 409000), 'load', '招牌手打漿20入自由選']","[210870023493, datetime.datetime(2024, 3, 20, 1, 49, 8, 511000), 'load', '熱銷丸食20入自由選']","[210870023493, datetime.datetime(2024, 3, 20, 1, 50, 2, 151000), 'load', '熱銷丸食20入自由選']","[210870023493, datetime.datetime(2024, 3, 20, 1, 51, 0, 526000), 'load', '原味牛肉丸']","[210870023493, datetime.datetime(2024, 3, 20, 1, 51, 25, 929000), 'load', '美國特選五花牛肉片']","[210870023493, datetime.datetime(2024, 3, 20, 1, 51, 48, 971000), 'load', '古早糖燻豬五花']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', '美國藍帶特選嫩肩牛肉片']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', '黃金手工花枝蝦排']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', 'PRIME美國雪花牛火鍋片']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', '原味牛肉丸']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', '美國特選五花牛肉片']","[210870023493, datetime.datetime(2024, 3, 20, 2, 3, 16, 24000), 'purchase', '美國頂級雪花翼板牛排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[209387486654, datetime.datetime(2024, 3, 2, 21, 51, 28, 313000), 'load', '日式梅花燒肉片']","[209387486654, datetime.datetime(2024, 3, 2, 21, 53, 33, 132000), 'load', '究好味菇菇米10入自由選']","[209387486654, datetime.datetime(2024, 3, 2, 21, 54, 40, 234000), 'load', '樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 21, 55, 48, 433000), 'load', '樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 21, 58, 11, 336000), 'load', '鮮凍青花菜']","[209387486654, datetime.datetime(2024, 3, 2, 21, 58, 25, 602000), 'load', '鮮凍綜合蔬菜']","[209387486654, datetime.datetime(2024, 3, 2, 21, 59, 32, 607000), 'load', '愛上鮮蔬真料即食麵8入']","[209387486654, datetime.datetime(2024, 3, 2, 22, 0, 3, 424000), 'load', '愛上鮮蔬真料即食麵8入']","[209387486654, datetime.datetime(2024, 3, 2, 22, 0, 34, 730000), 'load', '招牌紅燒牛肉湯']","[209387486654, datetime.datetime(2024, 3, 2, 22, 3, 15, 665000), 'load', '舒肥櫻桃嫩鴨胸']","[209387486654, datetime.datetime(2024, 3, 2, 22, 5, 31, 340000), 'load', '一休精選 樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 22, 6, 42, 169000), 'load', '一休精選 樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 22, 7, 0, 522000), 'load', '樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 22, 7, 53, 779000), 'load', '一休精選 樂活輕采花椰米']","[209387486654, datetime.datetime(2024, 3, 2, 22, 8, 35, 109000), 'load', '究好味菇菇米6入自由選']","[209387486654, datetime.datetime(2024, 3, 2, 22, 10, 51, 673000), 'load', '聖凱招牌牛肉麵6入自由選']","[209387486654, datetime.datetime(2024, 3, 2, 22, 11, 4, 272000), 'load', '聖凱招牌牛肉麵3入自由選']","[209387486654, datetime.datetime(2024, 3, 2, 22, 16, 19, 874000), 'purchase', '日式梅花燒肉片']","[209387486654, datetime.datetime(2024, 3, 2, 22, 16, 19, 874000), 'purchase', '鮮凍青花菜']","[209387486654, datetime.datetime(2024, 3, 2, 22, 16, 19, 874000), 'purchase', '鮮凍綜合蔬菜']","[209387486654, datetime.datetime(2024, 3, 2, 22, 16, 19, 874000), 'purchase', '招牌紅燒牛肉湯']","[209387486654, datetime.datetime(2024, 3, 2, 22, 16, 19, 874000), 'purchase', '一休精選 樂活輕采花椰米']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frugal meat lover,"[210490159258, datetime.datetime(2024, 3, 15, 16, 9, 19, 857000), 'load', '美澳紐超值福利牛肉']","[210490159258, datetime.datetime(2024, 3, 15, 16, 14, 8, 960000), 'purchase', '美澳紐超值福利牛肉']","[210490159258, datetime.datetime(2024, 3, 15, 16, 14, 8, 960000), 'purchase', '美式酥炸洋蔥圈']","[210490159258, datetime.datetime(2024, 3, 15, 16, 14, 8, 960000), 'purchase', '私房麻油粉肝']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[209616737317, datetime.datetime(2024, 3, 5, 13, 32, 19, 741000), 'load', '日式梅花燒肉片']","[209616737317, datetime.datetime(2024, 3, 5, 13, 33, 14, 769000), 'load', '日式梅花燒肉片']","[209616737317, datetime.datetime(2024, 3, 5, 13, 33, 42, 98000), 'load', '鮮嫩無骨雞腿排/單支裝']","[209616737317, datetime.datetime(2024, 3, 5, 13, 35, 4, 810000), 'load', '家庭號優鮮原味雞塊']","[209616737317, datetime.datetime(2024, 3, 5, 13, 40, 56, 369000), 'purchase', '日式梅花燒肉片']","[209616737317, datetime.datetime(2024, 3, 5, 13, 40, 56, 369000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[209616737317, datetime.datetime(2024, 3, 5, 13, 40, 56, 369000), 'purchase', '優鮮原味雞塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frugal meat lover,"[209605610385, datetime.datetime(2024, 3, 5, 10, 26, 51, 678000), 'load', '日式梅花燒肉片']","[209605610385, datetime.datetime(2024, 3, 5, 10, 34, 1, 156000), 'load', '豪氣食堂台式芋頭炊粉湯']","[209605610385, datetime.datetime(2024, 3, 5, 10, 35, 1, 5000), 'load', '★☆鮮凍白花椰菜米☆★']","[209605610385, datetime.datetime(2024, 3, 5, 10, 35, 25, 239000), 'load', '鮮凍毛豆仁']","[209605610385, datetime.datetime(2024, 3, 5, 10, 40, 6, 187000), 'load', '原味海鹽舒肥嫩雞胸']","[209605610385, datetime.datetime(2024, 3, 5, 10, 42, 41, 462000), 'purchase', '日式梅花燒肉片']","[209605610385, datetime.datetime(2024, 3, 5, 10, 42, 41, 462000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[209605610385, datetime.datetime(2024, 3, 5, 10, 42, 41, 462000), 'purchase', '★☆鮮凍白花椰菜米☆★']","[209605610385, datetime.datetime(2024, 3, 5, 10, 42, 41, 462000), 'purchase', '鮮凍毛豆仁']","[209605610385, datetime.datetime(2024, 3, 5, 10, 42, 41, 462000), 'purchase', '原味海鹽舒肥嫩雞胸']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[199345396109, datetime.datetime(2023, 11, 7, 16, 26, 15, 989000), 'load', '台南無刺虱目魚肚']","[199345396109, datetime.datetime(2023, 11, 7, 16, 27, 31, 758000), 'load', '日式梅花燒肉片']","[199345396109, datetime.datetime(2023, 11, 7, 16, 27, 55, 595000), 'load', '黃金香酥旗魚塊']","[199345396109, datetime.datetime(2023, 11, 7, 16, 28, 25, 417000), 'load', '黃金香酥旗魚塊']","[199345396109, datetime.datetime(2023, 11, 7, 16, 28, 45, 650000), 'load', '鮮嫩無骨雞腿排/單支裝']","[199345396109, datetime.datetime(2023, 11, 7, 16, 29, 8, 927000), 'load', '鮮凍智利鮭魚菲力']","[199345396109, datetime.datetime(2023, 11, 7, 16, 29, 37, 61000), 'load', '日本A5和牛漢堡排單入任選']","[199345396109, datetime.datetime(2023, 11, 7, 16, 44, 30, 727000), 'load', '聖凱招牌牛肉麵10入自由選']","[199345396109, datetime.datetime(2023, 11, 7, 16, 45, 0, 752000), 'load', '日本A5和牛漢堡排(2入)']","[199345396109, datetime.datetime(2023, 11, 7, 16, 45, 36, 173000), 'load', '鮮嫩無骨雞腿排/單支裝']","[199345396109, datetime.datetime(2023, 11, 7, 16, 47, 39, 149000), 'load', '美澳紐超值福利牛肉']","[199345396109, datetime.datetime(2023, 11, 7, 16, 48, 9, 796000), 'load', '霜降骰子牛肉【買三送二】']","[199345396109, datetime.datetime(2023, 11, 7, 16, 48, 52, 730000), 'load', '【限量特賣】切段玉米筍']","[199345396109, datetime.datetime(2023, 11, 7, 16, 48, 59, 188000), 'load', '香酥雞腿排']","[199345396109, datetime.datetime(2023, 11, 7, 16, 52, 16, 193000), 'load', '鮮享虱目魚10入自由選']","[199345396109, datetime.datetime(2023, 11, 7, 16, 53, 5, 99000), 'load', '台南極鮮無刺虱目魚柳條']","[199345396109, datetime.datetime(2023, 11, 7, 16, 54, 3, 692000), 'load', '美國特選五花牛肉片']","[199345396109, datetime.datetime(2023, 11, 7, 16, 54, 24, 815000), 'load', '霜降骰子牛肉【買三送二】']","[199345396109, datetime.datetime(2023, 11, 7, 16, 55, 33, 649000), 'load', '美國特選五花牛肉片']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '黃金香酥旗魚塊']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '優鮮原味雞塊']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '台南無刺虱目魚肚']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '日式梅花燒肉片']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '香酥雞腿排']","[199345396109, datetime.datetime(2023, 11, 7, 17, 1, 46, 121000), 'purchase', '美國特選五花牛肉片']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '黃金香酥旗魚塊']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '日式梅花燒肉片']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '優鮮原味雞塊']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '台南無刺虱目魚肚']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '香酥雞腿排']","[199345396109, datetime.datetime(2023, 11, 7, 17, 9, 25, 264000), 'purchase', '美國特選五花牛肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[205424524770, datetime.datetime(2024, 1, 17, 1, 2, 5, 569000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[205424524770, datetime.datetime(2024, 1, 17, 1, 18, 19, 252000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']","[205424524770, datetime.datetime(2024, 1, 17, 1, 18, 19, 252000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[205424524770, datetime.datetime(2024, 1, 17, 1, 18, 19, 252000), 'purchase', '鮮凍秋葵']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
community event shopper,"[204489156437, datetime.datetime(2024, 1, 6, 5, 13, 33, 58000), 'load', '豐禾小團聚']","[204489156437, datetime.datetime(2024, 1, 6, 5, 20, 19, 837000), 'purchase', '豐禾小團聚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[211022384789, datetime.datetime(2024, 3, 21, 19, 59, 46, 574000), 'load', '金目鱸魚清肉排']","[211022384789, datetime.datetime(2024, 3, 21, 20, 0, 30, 247000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[211022384789, datetime.datetime(2024, 3, 21, 20, 2, 45, 330000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[211022384789, datetime.datetime(2024, 3, 21, 20, 4, 53, 250000), 'load', '金目鱸魚清肉排']","[211022384789, datetime.datetime(2024, 3, 21, 20, 5, 6, 570000), 'load', '金目鱸魚清肉排']","[211022384789, datetime.datetime(2024, 3, 21, 20, 6, 48, 713000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[211022384789, datetime.datetime(2024, 3, 21, 20, 6, 48, 713000), 'purchase', '金目鱸魚清肉排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frugal meat lover,"[207903174019, datetime.datetime(2024, 2, 14, 17, 32, 58, 189000), 'load', '舒肥雞胸輕巧隨手包(20包)']","[207903174019, datetime.datetime(2024, 2, 14, 17, 40, 46, 495000), 'purchase', '舒肥雞胸輕巧隨手包(20包)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frugal meat lover,"[210856573800, datetime.datetime(2024, 3, 19, 21, 56, 15, 700000), 'load', '香酥雞腿排']","[210856573800, datetime.datetime(2024, 3, 19, 22, 18, 59, 317000), 'load', '愛上鮮蔬真料即食麵8入']","[210856573800, datetime.datetime(2024, 3, 19, 22, 33, 51, 531000), 'purchase', '愛上鮮蔬真料即食麵8入']","[210856573800, datetime.datetime(2024, 3, 19, 22, 33, 51, 531000), 'purchase', '香酥雞腿排']","[210856573800, datetime.datetime(2024, 3, 19, 22, 33, 51, 531000), 'purchase', '蒜香鹽酥杏鮑菇']","[210856573800, datetime.datetime(2024, 3, 19, 22, 33, 51, 531000), 'purchase', '超值老饕霜降骰子牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[200455673783, datetime.datetime(2023, 11, 20, 12, 47, 56, 312000), 'load', '特A級日本栗香地瓜']","[200455673783, datetime.datetime(2023, 11, 20, 12, 49, 17, 350000), 'load', '鮮凍青花菜']","[200455673783, datetime.datetime(2023, 11, 20, 12, 50, 2, 123000), 'load', '特A級日本栗香地瓜']","[200455673783, datetime.datetime(2023, 11, 20, 13, 3, 35, 123000), 'purchase', '特A級日本栗香地瓜']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[209554277660, datetime.datetime(2024, 3, 4, 20, 11, 18, 532000), 'load', '澎湖野生海菜']","[209554277660, datetime.datetime(2024, 3, 4, 20, 13, 57, 744000), 'load', '樂活輕采花椰米']","[209554277660, datetime.datetime(2024, 3, 4, 20, 14, 52, 147000), 'load', '飛虎魚炸魚塊']","[209554277660, datetime.datetime(2024, 3, 4, 20, 15, 46, 95000), 'load', '澎湖在地美食自由選(30包)']","[209554277660, datetime.datetime(2024, 3, 4, 20, 15, 51, 829000), 'load', '澎湖在地美食自由選(20包)']","[209554277660, datetime.datetime(2024, 3, 4, 20, 19, 45, 851000), 'purchase', '澎湖在地美食自由選(20包)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[204967450487, datetime.datetime(2024, 1, 11, 18, 4, 16, 936000), 'load', '聖凱招牌牛肉麵6入自由選']","[204967450487, datetime.datetime(2024, 1, 11, 18, 5, 23, 271000), 'load', '聖凱招牌牛肉麵6入自由選']","[204967450487, datetime.datetime(2024, 1, 11, 18, 6, 14, 872000), 'load', '美國安格斯帶骨牛小排']","[204967450487, datetime.datetime(2024, 1, 11, 18, 7, 7, 287000), 'load', '聖凱招牌牛肉麵3入自由選']","[204967450487, datetime.datetime(2024, 1, 11, 18, 7, 33, 967000), 'load', '美國安格斯帶骨牛小排']","[204967450487, datetime.datetime(2024, 1, 11, 18, 8, 18, 291000), 'load', '美國頂級無骨牛小排']","[204967450487, datetime.datetime(2024, 1, 11, 18, 9, 23, 646000), 'load', '聖凱招牌牛肉麵3入自由選']","[204967450487, datetime.datetime(2024, 1, 11, 18, 10, 23, 405000), 'load', '美國頂級無骨牛小排']","[204967450487, datetime.datetime(2024, 1, 11, 18, 14, 55, 60000), 'purchase', '美國頂級無骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[209012791649, datetime.datetime(2024, 2, 27, 13, 46, 34, 134000), 'load', '招牌香滷牛筋3入自由選']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '金目鱸魚清肉排']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '厚切大比目魚(扁鱈)']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '鮮凍智利鮭魚菲力']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '酒釀蒜香鹹豬肉']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '黃金脆皮地瓜薯條']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '宜蘭古早味肉羹']","[209012791649, datetime.datetime(2024, 2, 27, 14, 34, 22, 165000), 'purchase', '招牌香滷牛筋3入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury seafood enthusiast,"[206060423642, datetime.datetime(2024, 1, 24, 9, 40, 24, 824000), 'load', '醬漬一口鮑單入自由選']","[206060423642, datetime.datetime(2024, 1, 24, 9, 42, 21, 2000), 'load', '醬漬一口鮑單入自由選']","[206060423642, datetime.datetime(2024, 1, 24, 9, 43, 5, 580000), 'load', '醬漬一口鮑單入自由選']","[206060423642, datetime.datetime(2024, 1, 24, 9, 46, 2, 641000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[206797815153, datetime.datetime(2024, 2, 1, 22, 30, 18, 586000), 'load', '日式梅花燒肉片']","[206797815153, datetime.datetime(2024, 2, 1, 22, 31, 45, 68000), 'load', '日式梅花燒肉片']","[206797815153, datetime.datetime(2024, 2, 1, 22, 32, 32, 77000), 'load', '日式梅花燒肉片']","[206797815153, datetime.datetime(2024, 2, 1, 22, 33, 0, 844000), 'load', '日式梅花燒肉片']","[206797815153, datetime.datetime(2024, 2, 1, 22, 37, 50, 875000), 'purchase', '日式梅花燒肉片']","[206797815153, datetime.datetime(2024, 2, 1, 22, 38, 11, 770000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[205210314886, datetime.datetime(2024, 1, 14, 13, 31, 56, 741000), 'load', '醬漬一口鮑單入自由選']","[205210314886, datetime.datetime(2024, 1, 14, 13, 35, 26, 844000), 'load', '醬漬一口鮑單入自由選']","[205210314886, datetime.datetime(2024, 1, 14, 13, 43, 16, 937000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[201133452725, datetime.datetime(2023, 11, 28, 9, 24, 38, 707000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[201133452725, datetime.datetime(2023, 11, 28, 9, 34, 2, 428000), 'load', '一休精選 優鮮千張餃6入任選']","[201133452725, datetime.datetime(2023, 11, 28, 10, 8, 18, 143000), 'load', '橙蜜香小蕃茄']","[201133452725, datetime.datetime(2023, 11, 28, 10, 12, 47, 840000), 'purchase', '橙蜜香小蕃茄']","[201133452725, datetime.datetime(2023, 11, 28, 10, 54, 13, 209000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[208936849875, datetime.datetime(2024, 2, 26, 16, 40, 51, 333000), 'load', '日式梅花燒肉片']","[208936849875, datetime.datetime(2024, 2, 26, 16, 47, 7, 590000), 'purchase', '日式梅花燒肉片']","[208936849875, datetime.datetime(2024, 2, 26, 16, 47, 7, 590000), 'purchase', '私房麻油粉肝']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[211598223706, datetime.datetime(2024, 3, 28, 11, 57, 7, 929000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[211598223706, datetime.datetime(2024, 3, 28, 11, 58, 18, 792000), 'load', '泰國進口冷凍山竹']","[211598223706, datetime.datetime(2024, 3, 28, 12, 2, 56, 885000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[211598223706, datetime.datetime(2024, 3, 28, 12, 2, 56, 885000), 'purchase', '泰國進口冷凍山竹']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[211701282747, datetime.datetime(2024, 3, 29, 16, 34, 43, 956000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[211701282747, datetime.datetime(2024, 3, 29, 16, 41, 51, 660000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[208521014330, datetime.datetime(2024, 2, 21, 21, 16, 26, 663000), 'load', '輕采養生藜麥毛豆']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[203469611472, datetime.datetime(2023, 12, 25, 10, 0, 12, 237000), 'load', '特選鮮採大湖草莓']","[203469611472, datetime.datetime(2023, 12, 25, 10, 2, 6, 750000), 'purchase', '特選鮮採大湖草莓']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[199925482319, datetime.datetime(2023, 11, 14, 9, 31, 25, 151000), 'load', '日本A5和牛漢堡排(2入)']","[199925482319, datetime.datetime(2023, 11, 14, 9, 33, 27, 370000), 'purchase', '日本A5和牛漢堡排(2入)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[203508235973, datetime.datetime(2023, 12, 25, 20, 43, 57, 384000), 'load', '炭烤BBQ豬醬骨']","[203508235973, datetime.datetime(2023, 12, 25, 20, 48, 49, 256000), 'load', '日式梅花燒肉片']","[203508235973, datetime.datetime(2023, 12, 25, 20, 50, 41, 384000), 'load', '北海道嚴選鮮甜干貝']","[203508235973, datetime.datetime(2023, 12, 25, 21, 9, 1, 298000), 'purchase', '炭烤BBQ豬醬骨']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
