Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
high-end beef lover,"[208074560403, datetime.datetime(2024, 2, 16, 17, 9, 38, 902000), 'load', '鮮凍野生肉魚']","[208074560403, datetime.datetime(2024, 2, 16, 17, 10, 53, 354000), 'load', '美國藍帶特選嫩肩牛排']","[208074560403, datetime.datetime(2024, 2, 16, 17, 12, 37, 934000), 'load', '鮮凍野生肉魚']","[208074560403, datetime.datetime(2024, 2, 16, 17, 14, 49, 297000), 'purchase', '鮮凍野生肉魚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[209452469221, datetime.datetime(2024, 3, 3, 15, 55, 35, 186000), 'load', '限量特賣 土魠菲力一夜干']","[209452469221, datetime.datetime(2024, 3, 3, 15, 56, 34, 898000), 'load', '豪氣食堂台式芋頭炊粉湯']","[209452469221, datetime.datetime(2024, 3, 3, 15, 57, 13, 398000), 'load', '限量特賣 土魠菲力一夜干']","[209452469221, datetime.datetime(2024, 3, 3, 15, 59, 48, 475000), 'load', '金目鱸魚清肉排']","[209452469221, datetime.datetime(2024, 3, 3, 16, 0, 58, 575000), 'load', '鮮凍智利鮭魚菲力']","[209452469221, datetime.datetime(2024, 3, 3, 16, 1, 21, 721000), 'load', '鮮凍特選魷魚圈']","[209452469221, datetime.datetime(2024, 3, 3, 16, 2, 25, 500000), 'load', '紐西蘭菲力骰子牛']","[209452469221, datetime.datetime(2024, 3, 3, 16, 4, 54, 972000), 'load', '牛雞雙享福利免運包']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '限量特賣 土魠菲力一夜干']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '鮮凍特選魷魚圈']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '金目鱸魚清肉排']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '紐西蘭菲力骰子牛']","[209452469221, datetime.datetime(2024, 3, 3, 16, 21, 8, 991000), 'purchase', '義式番茄燉牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[201859985852, datetime.datetime(2023, 12, 6, 18, 53, 7, 929000), 'load', '鮮凍智利鮭魚']","[201859985852, datetime.datetime(2023, 12, 6, 18, 55, 25, 33000), 'load', '金目鱸魚清肉排']","[201859985852, datetime.datetime(2023, 12, 6, 18, 56, 2, 416000), 'load', '台南無刺虱目魚肚']","[201859985852, datetime.datetime(2023, 12, 6, 18, 56, 17, 974000), 'load', '香酥雞腿排']","[201859985852, datetime.datetime(2023, 12, 6, 18, 57, 30, 290000), 'load', '智利薄鹽鮭魚片']","[201859985852, datetime.datetime(2023, 12, 6, 18, 58, 35, 856000), 'load', '鮮凍智利鮭魚']","[201859985852, datetime.datetime(2023, 12, 6, 19, 3, 29, 630000), 'purchase', '鮮凍智利鮭魚']","[201859985852, datetime.datetime(2023, 12, 6, 19, 3, 29, 630000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[201859985852, datetime.datetime(2023, 12, 6, 19, 3, 29, 630000), 'purchase', '冰烤紫御地瓜']","[201859985852, datetime.datetime(2023, 12, 6, 19, 3, 29, 630000), 'purchase', '黃金泡菜釀脆藕']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[200658991564, datetime.datetime(2023, 11, 22, 21, 16, 33, 82000), 'load', '甜蜜蜜砂糖橘']","[200658991564, datetime.datetime(2023, 11, 22, 21, 20, 28, 982000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[206795395693, datetime.datetime(2024, 2, 1, 21, 50, 45, 861000), 'load', '豐禾小團聚']","[206795395693, datetime.datetime(2024, 2, 1, 21, 51, 27, 566000), 'load', '喜迎春富賀歲宴']","[206795395693, datetime.datetime(2024, 2, 1, 21, 54, 33, 422000), 'load', '鴻運納財迎春宴']","[206795395693, datetime.datetime(2024, 2, 1, 21, 55, 7, 232000), 'load', '喜迎春富賀歲宴']","[206795395693, datetime.datetime(2024, 2, 1, 22, 3, 30, 957000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[205975568178, datetime.datetime(2024, 1, 23, 10, 7, 14, 888000), 'load', '豐禾小團聚']","[205975568178, datetime.datetime(2024, 1, 23, 10, 9, 44, 666000), 'load', '喜迎春富賀歲宴']","[205975568178, datetime.datetime(2024, 1, 23, 10, 12, 50, 819000), 'load', '美國藍帶特選嫩肩牛排']","[205975568178, datetime.datetime(2024, 1, 23, 10, 18, 39, 257000), 'load', '喜迎春富賀歲宴']","[205975568178, datetime.datetime(2024, 1, 23, 10, 20, 52, 457000), 'load', '招牌紅燒牛肉湯']","[205975568178, datetime.datetime(2024, 1, 23, 10, 21, 40, 861000), 'load', '喜迎春富賀歲宴']","[205975568178, datetime.datetime(2024, 1, 23, 10, 27, 44, 406000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[199323370884, datetime.datetime(2023, 11, 7, 10, 16, 16, 624000), 'load', '川味椒麻海瓜子']","[199323370884, datetime.datetime(2023, 11, 7, 10, 18, 27, 651000), 'purchase', '川味椒麻海瓜子']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[199360926892, datetime.datetime(2023, 11, 7, 20, 42, 10, 713000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[199360926892, datetime.datetime(2023, 11, 7, 20, 44, 30, 732000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[209774734343, datetime.datetime(2024, 3, 7, 9, 25, 37, 511000), 'load', '台式芋香炊粉湯']","[209774734343, datetime.datetime(2024, 3, 7, 9, 26, 21, 992000), 'load', '台式芋香炊粉湯']","[209774734343, datetime.datetime(2024, 3, 7, 9, 30, 57, 373000), 'purchase', '台式芋香炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206379732213, datetime.datetime(2024, 1, 28, 2, 22, 15, 811000), 'load', '美澳紐超值福利牛肉']","[206379732213, datetime.datetime(2024, 1, 28, 2, 23, 30, 124000), 'purchase', '卡拉小卷10入任選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[204300231944, datetime.datetime(2024, 1, 4, 0, 43, 53, 849000), 'load', '醬漬一口鮑單入自由選']","[204300231944, datetime.datetime(2024, 1, 4, 0, 50, 33, 185000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[200038277511, datetime.datetime(2023, 11, 15, 16, 51, 23, 679000), 'load', '日本A5和牛漢堡排(2入)']","[200038277511, datetime.datetime(2023, 11, 15, 16, 52, 56, 153000), 'load', '日本A5和牛漢堡排(2入)']","[200038277511, datetime.datetime(2023, 11, 15, 16, 54, 19, 744000), 'load', '日本A5和牛漢堡排單入任選']","[200038277511, datetime.datetime(2023, 11, 15, 16, 55, 5, 949000), 'load', '日本A5和牛漢堡排單入任選']","[200038277511, datetime.datetime(2023, 11, 15, 16, 56, 33, 405000), 'load', '日本A5和牛漢堡排單入任選']","[200038277511, datetime.datetime(2023, 11, 15, 16, 57, 18, 476000), 'load', '日本A5和牛漢堡排(2入)']","[200038277511, datetime.datetime(2023, 11, 15, 16, 57, 50, 106000), 'load', '日本A5和牛漢堡排(2入)']","[200038277511, datetime.datetime(2023, 11, 15, 16, 58, 14, 555000), 'load', '日本A5和牛漢堡排單入任選']","[200038277511, datetime.datetime(2023, 11, 15, 16, 58, 50, 954000), 'load', '日本A5和牛漢堡排單入任選']","[200038277511, datetime.datetime(2023, 11, 15, 17, 1, 5, 180000), 'purchase', '日本A5和牛漢堡排單入任選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[209001495796, datetime.datetime(2024, 2, 27, 10, 38, 19, 626000), 'load', '台灣薄鹽鯖魚']","[209001495796, datetime.datetime(2024, 2, 27, 10, 44, 53, 609000), 'purchase', '台灣薄鹽鯖魚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[204768811213, datetime.datetime(2024, 1, 9, 10, 53, 34, 968000), 'load', '美國安格斯帶骨牛小排']","[204768811213, datetime.datetime(2024, 1, 9, 10, 54, 28, 850000), 'load', '美國安格斯帶骨牛小排']","[204768811213, datetime.datetime(2024, 1, 9, 10, 58, 49, 885000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[205588202995, datetime.datetime(2024, 1, 18, 22, 30, 4, 302000), 'load', '鮮採蜜風鈴蓮霧']","[205588202995, datetime.datetime(2024, 1, 18, 22, 33, 53, 249000), 'purchase', '鮮採蜜風鈴蓮霧']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[211785319103, datetime.datetime(2024, 3, 30, 16, 0, 55, 852000), 'load', '舒肥雞胸輕巧隨手包(30包)']","[211785319103, datetime.datetime(2024, 3, 30, 16, 5, 0, 552000), 'load', '鮮嫩舒肥鮭魚12入自由選']","[211785319103, datetime.datetime(2024, 3, 30, 16, 5, 36, 216000), 'load', '鮮嫩舒肥鮭魚12入自由選']","[211785319103, datetime.datetime(2024, 3, 30, 16, 13, 27, 436000), 'purchase', '鮮嫩唐揚無骨雞腿塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[211422999066, datetime.datetime(2024, 3, 26, 11, 16, 40, 557000), 'load', '日式梅花燒肉片']","[211422999066, datetime.datetime(2024, 3, 26, 11, 22, 11, 954000), 'load', '香酥雞腿排']","[211422999066, datetime.datetime(2024, 3, 26, 11, 25, 53, 781000), 'load', '招牌紅燒牛肉湯']","[211422999066, datetime.datetime(2024, 3, 26, 11, 37, 22, 495000), 'load', '日式梅花燒肉片']","[211422999066, datetime.datetime(2024, 3, 26, 11, 37, 55, 857000), 'load', '香酥雞腿排']","[211422999066, datetime.datetime(2024, 3, 26, 11, 38, 13, 374000), 'load', '招牌紅燒牛肉湯']","[211422999066, datetime.datetime(2024, 3, 26, 11, 43, 9, 740000), 'purchase', '日式梅花燒肉片']","[211422999066, datetime.datetime(2024, 3, 26, 11, 43, 9, 740000), 'purchase', '香酥雞腿排']","[211422999066, datetime.datetime(2024, 3, 26, 11, 43, 9, 740000), 'purchase', '招牌紅燒牛肉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[205825984247, datetime.datetime(2024, 1, 21, 16, 33, 6, 341000), 'load', '聖凱師麻辣椒香臭豆腐']","[205825984247, datetime.datetime(2024, 1, 21, 16, 37, 5, 908000), 'load', '聖凱師麻辣椒香臭豆腐']","[205825984247, datetime.datetime(2024, 1, 21, 16, 42, 5, 798000), 'load', '聖凱師麻辣椒香臭豆腐']","[205825984247, datetime.datetime(2024, 1, 21, 16, 47, 31, 254000), 'purchase', '聖凱師麻辣椒香臭豆腐']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[210147330793, datetime.datetime(2024, 3, 11, 16, 55, 31, 749000), 'load', '大北平-小米粥(全素)']","[210147330793, datetime.datetime(2024, 3, 11, 16, 56, 50, 356000), 'load', '究好味菇菇米10入自由選']","[210147330793, datetime.datetime(2024, 3, 11, 16, 57, 15, 432000), 'load', '大北平-小米粥(全素)']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 21, 110000), 'purchase', '特A級日本栗香地瓜']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 21, 110000), 'purchase', '大北平-小米粥(全素)']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 21, 110000), 'purchase', '北海道嚴選鮮甜干貝']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 21, 110000), 'purchase', '超大無毒白蝦仁 150g']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 23, 296000), 'purchase', '特A級日本栗香地瓜']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 23, 296000), 'purchase', '大北平-小米粥(全素)']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 23, 296000), 'purchase', '北海道嚴選鮮甜干貝']","[210147330793, datetime.datetime(2024, 3, 11, 17, 5, 23, 296000), 'purchase', '超大無毒白蝦仁 150g']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[207007004784, datetime.datetime(2024, 2, 4, 8, 36, 46, 143000), 'load', '特選智利鮮採櫻桃(1KG/箱)']","[207007004784, datetime.datetime(2024, 2, 4, 8, 39, 3, 117000), 'purchase', '特選智利鮮採櫻桃(1KG/箱)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[208952467594, datetime.datetime(2024, 2, 26, 21, 3, 7, 382000), 'load', '紐西蘭股神牛排']","[208952467594, datetime.datetime(2024, 2, 26, 21, 3, 24, 836000), 'load', '一休精選頂級無骨牛小排']","[208952467594, datetime.datetime(2024, 2, 26, 21, 8, 47, 969000), 'load', '招牌無骨鹽酥雞5入自由選']","[208952467594, datetime.datetime(2024, 2, 26, 21, 9, 54, 390000), 'load', '低醣飲食雞胸蔬菜任選20入']","[208952467594, datetime.datetime(2024, 2, 26, 21, 10, 31, 534000), 'load', '四川輕麻辣舒肥嫩雞胸']","[208952467594, datetime.datetime(2024, 2, 26, 21, 11, 21, 122000), 'load', '低醣飲食雞胸蔬菜任選20入']","[208952467594, datetime.datetime(2024, 2, 26, 21, 15, 39, 43000), 'purchase', '紐西蘭股神牛排']","[208952467594, datetime.datetime(2024, 2, 26, 21, 15, 39, 43000), 'purchase', '一休精選頂級無骨牛小排']","[208952467594, datetime.datetime(2024, 2, 26, 21, 15, 39, 43000), 'purchase', '招牌無骨鹽酥雞5入自由選']","[208952467594, datetime.datetime(2024, 2, 26, 21, 15, 39, 43000), 'purchase', '低醣飲食雞胸蔬菜任選20入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[204884216059, datetime.datetime(2024, 1, 10, 18, 56, 56, 975000), 'load', '嘉義優勝炙燒烏魚子']","[204884216059, datetime.datetime(2024, 1, 10, 19, 0, 32, 870000), 'purchase', '嘉義優勝炙燒烏魚子']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206717042801, datetime.datetime(2024, 2, 1, 0, 4, 4, 338000), 'load', '醬漬一口鮑單入自由選']","[206717042801, datetime.datetime(2024, 2, 1, 0, 16, 28, 512000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[205681507881, datetime.datetime(2024, 1, 20, 0, 25, 9, 774000), 'load', '豪氣食堂台式芋頭炊粉湯']","[205681507881, datetime.datetime(2024, 1, 20, 0, 30, 56, 184000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[205681507881, datetime.datetime(2024, 1, 20, 0, 30, 46, 996000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[205681507881, datetime.datetime(2024, 1, 20, 0, 44, 7, 650000), 'purchase', '豪氣食堂台式芋頭炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[208398067485, datetime.datetime(2024, 2, 20, 11, 1, 9, 924000), 'load', '豪氣食堂台式芋頭炊粉湯']","[208398067485, datetime.datetime(2024, 2, 20, 11, 5, 3, 96000), 'purchase', '豪氣食堂台式芋頭炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[211024780141, datetime.datetime(2024, 3, 21, 21, 30, 15, 573000), 'load', '冰鮮極品生魚片12入自由選']","[211024780141, datetime.datetime(2024, 3, 21, 21, 31, 59, 892000), 'load', '60~75kg一休蛋白質應援餐']","[211024780141, datetime.datetime(2024, 3, 21, 21, 32, 28, 715000), 'load', '100kg一休低醣熱量赤字餐']","[211024780141, datetime.datetime(2024, 3, 21, 21, 33, 28, 745000), 'load', '冰鮮極品生魚片12入自由選']","[211024780141, datetime.datetime(2024, 3, 21, 21, 33, 59, 716000), 'load', '東北角燈捕野生鮮凍小卷']","[211024780141, datetime.datetime(2024, 3, 21, 21, 35, 16, 398000), 'load', '鮮凍特選魷魚圈']","[211024780141, datetime.datetime(2024, 3, 21, 21, 35, 33, 103000), 'load', '鮮凍特選魷魚圈']","[211024780141, datetime.datetime(2024, 3, 21, 21, 35, 56, 641000), 'load', '鮮凍青花菜']","[211024780141, datetime.datetime(2024, 3, 21, 21, 36, 34, 841000), 'load', '鮮凍青花菜']","[211024780141, datetime.datetime(2024, 3, 21, 21, 37, 23, 309000), 'load', '日式叉燒肉']","[211024780141, datetime.datetime(2024, 3, 21, 21, 38, 39, 742000), 'load', '超好吃卡拉脆蝦(辣味)']","[211024780141, datetime.datetime(2024, 3, 21, 21, 39, 24, 786000), 'load', '超好吃卡拉脆蝦(辣味)']","[211024780141, datetime.datetime(2024, 3, 21, 21, 41, 31, 451000), 'load', '冰鮮極品生魚片12入自由選']","[211024780141, datetime.datetime(2024, 3, 21, 21, 42, 49, 576000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[211024780141, datetime.datetime(2024, 3, 21, 21, 43, 21, 717000), 'load', '美國頂級無骨牛小排']","[211024780141, datetime.datetime(2024, 3, 21, 21, 44, 18, 715000), 'load', '【限量特賣】鮮凍菠菜']","[211024780141, datetime.datetime(2024, 3, 21, 21, 47, 56, 18000), 'purchase', '東北角燈捕野生鮮凍小卷']","[211024780141, datetime.datetime(2024, 3, 21, 21, 47, 56, 18000), 'purchase', '鮮凍特選魷魚圈']","[211024780141, datetime.datetime(2024, 3, 21, 21, 47, 56, 18000), 'purchase', '鮮凍青花菜']","[211024780141, datetime.datetime(2024, 3, 21, 21, 47, 56, 18000), 'purchase', '【限量特賣】鮮凍菠菜']","[211024780141, datetime.datetime(2024, 3, 21, 21, 47, 56, 18000), 'purchase', '冰鮮極品生魚片12入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[198977987247, datetime.datetime(2023, 11, 3, 10, 19, 50, 225000), 'load', '爆汁雞肉捲']","[198977987247, datetime.datetime(2023, 11, 3, 10, 21, 5, 259000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[198977987247, datetime.datetime(2023, 11, 3, 10, 24, 45, 146000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[198977987247, datetime.datetime(2023, 11, 3, 10, 29, 52, 924000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[206284152500, datetime.datetime(2024, 1, 26, 23, 49, 13, 720000), 'load', '喜迎春富賀歲宴']","[206284152500, datetime.datetime(2024, 1, 27, 0, 8, 29, 128000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[211383703567, datetime.datetime(2024, 3, 26, 0, 21, 55, 46000), 'load', '美澳紐超值福利牛肉']","[211383703567, datetime.datetime(2024, 3, 26, 0, 23, 38, 735000), 'load', '美澳紐超值福利牛肉']","[211383703567, datetime.datetime(2024, 3, 26, 0, 25, 9, 600000), 'load', '美澳紐超值福利牛肉']","[211383703567, datetime.datetime(2024, 3, 26, 0, 30, 8, 420000), 'purchase', '美澳紐超值福利牛肉']","[211383703567, datetime.datetime(2024, 3, 26, 0, 30, 8, 420000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
